Location Names,GUIJA,FINCA LOS ANDES,CANDELARIA DE LA FRONTERA,PLANES DE MONTECRISTO,SANTA ANA-UNICAES,CONCEPCION QUEZALTEPEQUE,LAS PILAS,NUEVA CONCEPCION,LA PALMA,PROCAFE,SAN ANDRES
Location Ids,A15,A18,A27,A31,A37,G12,G13,G3,G4,L48,L4
Time,Precipitacion,Precipitacion,Precipitacion,Precipitacion,Precipitacion,Precipitacion,Precipitacion,Precipitacion,Precipitacion,Precipitacion,Precipitacion
2000-09-29 07:00:00,1.7,0.2,1.7,2.5,0.9,-999,7,10.4,10.5,-999,0.5
2000-09-30 07:00:00,17.6,0.1,9.1,32.5,3.6,-999,12.5,17,38.4,-999,1.8
2000-10-01 07:00:00,0,10.2,0,3.5,3.4,-999,0,11.5,10.5,-999,1.8
2000-10-02 07:00:00,1.7,1.2,0.5,5.2,2.2,-999,0,2.2,20.7,-999,0
2000-10-03 07:00:00,13.4,29.3,15.1,22.4,7.6,-999,10.2,5.6,43.7,-999,5.4
2000-10-04 07:00:00,21.1,50.2,27.9,33.6,41.9,-999,26.2,29.8,41.5,-999,32
2000-10-05 07:00:00,0,1.1,0.2,0,0.6,-999,2.5,4.1,0,-999,10.6
2000-10-06 07:00:00,5,3.2,8.7,5.4,13,-999,0,21.7,16.2,-999,4.8
2000-10-07 07:00:00,5,5.4,9.5,7.5,4.4,-999,0,9.1,6.5,-999,1.2
2000-10-08 07:00:00,0,0.2,0,0,0,-999,0,0.3,0,-999,1.4
2000-10-09 07:00:00,0,0,0,0.9,0,-999,0,0,0,-999,0
2000-10-10 07:00:00,0,0.2,0,5.2,0,-999,1.3,0,0,-999,0
2000-10-11 07:00:00,0,0,0,2.7,0,-999,0,0,0,-999,0
2000-10-12 07:00:00,0,0,0,3,0,-999,0,0,0.2,-999,0
2000-10-13 07:00:00,0.3,2.3,0.4,1.7,1.8,-999,5,2.5,5.1,-999,8.1
2000-10-14 07:00:00,0.4,27.3,0.6,0,15.5,-999,0,6.4,0,-999,8.9
2000-10-15 07:00:00,0,0,0,0,0,-999,0,0.4,0,-999,0
2000-10-16 07:00:00,0,13.7,0,2,1.4,-999,4,0.1,0,-999,3.5
